,Unnamed: 0,age,age_onset,birthplace,filename,native_language,sex,speakerid,country,file_missing?,Unnamed: 9,Unnamed: 10,Unnamed: 11,wer,wil,new_wer,new_wil,wer_improved,wil_improved
576,576,18,0,"belize city, belize",english291,english,male,1026,belize,FALSE,,,,0,0,0.043478261,0.085066163,FALSE,FALSE
577,577,38,0,"kansas city, missouri, usa",english292,english,male,1051,usa,FALSE,,,,0.014492754,0.028775467,0.028985507,0.057130855,FALSE,FALSE
578,578,22,0,"billings, montana, usa",english293,english,female,1052,usa,FALSE,,,,0.014492754,0.028775467,0.072463768,0.113995241,FALSE,FALSE
579,579,19,0,"naracoorte, australia",english294,english,female,1060,australia,FALSE,,,,0.014492754,0.014285714,0.057971014,0.083690549,FALSE,FALSE
580,580,25,0,"airdrie, alberta, canada",english295,english,male,1067,canada,FALSE,,,,0.014492754,0.028775467,0.057971014,0.072244181,FALSE,FALSE
581,581,18,0,"edmonton, alberta, canada",english296,english,female,1070,canada,FALSE,,,,0.028985507,0.057130855,0.217391304,0.339673913,FALSE,FALSE
582,582,19,0,"lindenhurst, new york, usa",english297,english,male,1071,usa,FALSE,,,,0.101449275,0.180733163,0.246376812,0.346859903,FALSE,FALSE
583,583,22,0,"lismore, new south wales, australia",english298,english,male,1072,australia,FALSE,,,,0.028985507,0.057130855,0.15942029,0.238224638,FALSE,FALSE
584,584,59,0,"windsor, ontario, canada",english299,english,male,1075,canada,FALSE,,,,0,0,0.072463768,0.11258139,FALSE,FALSE
585,585,26,0,"brisbane, australia",english3,english,female,88,australia,FALSE,,,,0.043478261,0.057754705,0.130434783,0.197324415,FALSE,FALSE
586,586,30,0,"st. mary's, ontario, canada",english30,english,female,89,canada,FALSE,,,,0,0,0.072463768,0.113995241,FALSE,FALSE
587,587,18,0,"dublin, ireland",english300,english,male,1076,ireland,FALSE,,,,0.043478261,0.071611253,0.130434783,0.197324415,FALSE,FALSE
588,588,41,0,"toronto, ontario, canada",english301,english,male,1078,canada,FALSE,,,,0.014492754,0.028775467,0.086956522,0.128458498,FALSE,FALSE
589,589,22,0,"melbourne, australia",english302,english,male,1085,australia,FALSE,,,,0.014492754,0.028775467,0.043478261,0.071611253,FALSE,FALSE
590,590,45,0,"anaheim, california, usa",english303,english,female,1086,usa,FALSE,,,,0.043478261,0.070600414,0.043478261,0.070600414,TRUE,FALSE
591,591,20,0,"clare, ireland",english304,english,female,1088,ireland,FALSE,,,,0.043478261,0.057754705,0.202898551,0.292893876,FALSE,FALSE
592,592,24,0,"la paz, bolivia",english305,english,female,1094,bolivia,FALSE,,,,0.188405797,0.200880572,0.217391304,0.303519669,FALSE,FALSE
593,593,24,0,"london, uk",english306,english,female,1093,uk,FALSE,,,,0.057971014,0.070600414,0.101449275,0.1685053,FALSE,FALSE
594,594,48,0,"alexandria, va, usa",english307,english,male,1100,usa,FALSE,,,,0.072463768,0.127024723,0.072463768,0.113995241,FALSE,TRUE
595,595,34,0,"cardiff, wales, uk",english308,english,male,1101,uk,FALSE,,,,0.144927536,0.218441504,0.246376812,0.383179622,FALSE,FALSE
596,596,44,0,"dunedin, new zealand",english309,english,female,1105,new zealand,FALSE,,,,0.028985507,0.028169014,0.043478261,0.056133905,FALSE,FALSE
597,597,31,0,"st. augustine, trinidad",english31,english,female,90,trinidad,FALSE,,,,0.028985507,0.043265132,0.130434783,0.184782609,FALSE,FALSE
598,598,37,0,"oxford, uk",english310,english,female,1108,uk,FALSE,,,,0.086956522,0.139676539,0.086956522,0.166351607,TRUE,FALSE
599,599,38,0,"detroit, michigan, usa",english311,english,female,1110,usa,FALSE,,,,0,0,0.057971014,0.086091283,FALSE,FALSE
600,600,40,0,"edmonton, alberta, canada",english312,english,female,1113,canada,FALSE,,,,0,0,0.072463768,0.127024723,FALSE,FALSE
601,601,28,0,"silver spring, maryland, usa",english313,english,male,1119,usa,FALSE,,,,0.043478261,0.085066163,0.217391304,0.314990942,FALSE,FALSE
602,602,26,0,"memphis, tennessee, usa",english314,english,female,1120,usa,FALSE,,,,0.043478261,0.070600414,0.072463768,0.127024723,FALSE,FALSE
603,603,25,0,"los angeles, california, usa",english315,english,male,1121,usa,FALSE,,,,0.15942029,0.272333982,0.275362319,0.375312344,FALSE,FALSE
604,604,33,0,"sacramento, california, usa",english316,english,male,1122,usa,FALSE,,,,0,0,0.086956522,0.128458498,FALSE,FALSE
605,605,26,0,"burlington, vermont, usa",english317,english,male,1132,usa,FALSE,,,,0,0,0.057971014,0.086091283,FALSE,FALSE
606,606,46,0,"sarnia, ontario, canada",english318,english,male,1137,canada,FALSE,,,,0.014492754,0.028775467,0.115942029,0.1951114,FALSE,FALSE
607,607,29,0,"grimsby, lincolnshire, uk",english319,english,male,1138,uk,FALSE,,,,0.217391304,0.345662989,0.507246377,0.67999065,FALSE,FALSE
608,608,50,0,"fresno, california, usa",english32,english,female,91,usa,FALSE,,,,0.043478261,0.057754705,0.086956522,0.115050167,FALSE,FALSE
609,609,59,0,"maryland county, liberia",english320,english,female,1162,liberia,FALSE,,,,0.130434783,0.22128488,0.739130435,0.832298137,FALSE,FALSE
610,610,52,0,"brooklyn, new york, usa",english321,english,male,1163,usa,FALSE,,,,0.014492754,0.028775467,0.072463768,0.100570927,FALSE,FALSE
611,611,29,0,"yorkton, saskatchewan, canada",english322,english,male,1172,canada,FALSE,,,,0.014492754,0.028775467,0.260869565,0.382038489,FALSE,FALSE
612,612,31,0,"regina, saskatchewan, canada",english323,english,female,1173,canada,FALSE,,,,0,0,0.101449275,0.142920847,FALSE,FALSE
613,613,28,0,"st. marys, ontario, canada",english324,english,male,1174,canada,FALSE,,,,0.043478261,0.071611253,0.173913043,0.252587992,FALSE,FALSE
614,614,32,0,"reading, pennsylvania, usa",english325,english,male,1176,usa,FALSE,,,,0,0,0.202898551,0.311374616,FALSE,FALSE
615,615,53,0,"fairborn, ohio, usa",english326,english,male,1188,usa,FALSE,,,,0.072463768,0.113995241,0.101449275,0.155906895,FALSE,FALSE
616,616,27,0,"dunedin, florida, usa",english327,english,male,1205,usa,FALSE,,,,0,0,0.028985507,0.043265132,FALSE,FALSE
617,617,23,0,"hollywood, florida, usa",english328,english,female,1206,usa,FALSE,,,,0.043478261,0.071611253,0.144927536,0.199217851,FALSE,FALSE
618,618,21,0,"boise, idaho, usa",english329,english,female,1207,usa,FALSE,,,,0.014492754,0.028775467,0.130434783,0.197324415,FALSE,FALSE
619,619,21,0,"san diego, california, usa",english33,english,male,92,usa,FALSE,,,,0.014492754,0.028775467,0.072463768,0.113995241,FALSE,FALSE
620,620,18,0,"augusta, georgia, usa",english330,english,female,1208,usa,FALSE,,,,0.028985507,0.043265132,0.057971014,0.086091283,FALSE,FALSE
621,621,28,0,"perth, australia",english331,english,female,1209,australia,FALSE,,,,0.028985507,0.043265132,0.101449275,0.155906895,FALSE,FALSE
622,622,20,0,"baltimore, maryland, usa",english332,english,female,1212,usa,FALSE,,,,0.115942029,0.1685053,0.173913043,0.252587992,FALSE,FALSE
623,623,32,0,"spokane, washington, usa",english333,english,female,1214,usa,FALSE,,,,0.028985507,0.057130855,0.231884058,0.329192547,FALSE,FALSE
624,624,18,0,"derby, england, uk",english334,english,female,1215,uk,FALSE,,,,0.028985507,0.043265132,0.246376812,0.357567118,FALSE,FALSE
625,625,6,0,"washington, district of columbia, usa",english335,english,male,1216,usa,FALSE,,,,0.202898551,0.322866345,0.637681159,0.811594203,FALSE,FALSE
626,626,46,0,"baltimore, maryland, usa",english336,english,female,1217,usa,FALSE,,,,0.057971014,0.086091283,0.130434783,0.184782609,FALSE,FALSE
627,627,84,0,"jersey city, new jersey, usa",english337,english,female,1218,usa,FALSE,,,,0.028985507,0.043265132,0.043478261,0.071611253,FALSE,FALSE
628,628,53,0,"sydney, australia",english338,english,female,1219,australia,FALSE,,,,0,0,0.028985507,0.043265132,FALSE,FALSE
629,629,54,0,"chicago, illinois, usa",english339,english,male,1220,usa,FALSE,,,,0,0,0.057971014,0.086091283,FALSE,FALSE
630,630,18,0,"ronkonkoma, new york, usa",english34,english,female,93,usa,FALSE,,,,0.086956522,0.151966874,0.15942029,0.283034953,FALSE,FALSE
631,631,19,0,"charleston, west virginia, usa",english340,english,male,1222,usa,FALSE,,,,0.014492754,0.028775467,0.188405797,0.275585284,FALSE,FALSE
632,632,23,0,"new york, new york, usa",english341,english,female,1224,usa,FALSE,,,,0.057971014,0.099531117,0.231884058,0.343384759,FALSE,FALSE
633,633,33,0,"kansas city, missouri, usa",english342,english,male,1225,usa,FALSE,,,,0.014492754,0.028775467,0.188405797,0.266947172,FALSE,FALSE
634,634,23,0,"portland, maine, usa",english343,english,male,1226,usa,FALSE,,,,0.028985507,0.043265132,0.072463768,0.113995241,FALSE,FALSE
635,635,19,0,"lumberton, north carolina, usa",english344,english,female,1232,usa,FALSE,,,,0.028985507,0.057130855,0.101449275,0.1685053,FALSE,FALSE
636,636,20,0,"kansas city, missouri, usa",english345,english,male,1233,usa,FALSE,,,,0.028985507,0.043265132,0.057971014,0.086091283,FALSE,FALSE
637,637,60,0,"east hartford, connecticut, usa",english346,english,male,1235,usa,FALSE,,,,0.057971014,0.11258139,0.086956522,0.128458498,FALSE,FALSE
638,638,22,0,"burnsville, minnesota, usa",english347,english,female,1236,usa,FALSE,,,,0,0,0.057971014,0.086091283,FALSE,FALSE
639,639,20,0,"las pinas, philippines",english348,english,female,1237,philippines,FALSE,,,,0.028985507,0.043265132,0.043478261,0.070600414,FALSE,FALSE
640,640,24,0,"warrenton, virginia, usa",english349,english,female,1239,usa,FALSE,,,,0.028985507,0.057130855,0.086956522,0.128458498,FALSE,FALSE
641,641,60,0,"milwaukee, wisconsin, usa",english35,english,female,94,usa,FALSE,,,,0,0,0.101449275,0.155906895,FALSE,FALSE
642,642,18,0,"polesworth, staffordshire, uk",english350,english,female,1241,uk,FALSE,,,,0.130434783,0.197324415,0.231884058,0.329192547,FALSE,FALSE
643,643,37,0,"carthage, missouri, usa",english351,english,male,1242,usa,FALSE,,,,0.014492754,0.014492754,0.057971014,0.099531117,FALSE,FALSE
644,644,25,0,"singapore, singapore",english352,english,male,1243,singapore,FALSE,,,,0.072463768,0.098136646,0.086956522,0.14146658,FALSE,FALSE
645,645,18,0,"saskatoon, saskatchewan, canada",english353,english,male,1246,canada,FALSE,,,,0.014492754,0.028775467,0.144927536,0.223857302,FALSE,FALSE
646,646,23,0,"christchurch, new zealand",english354,english,female,1250,new zealand,FALSE,,,,0.144927536,0.254658385,0.333333333,0.513227513,FALSE,FALSE
647,647,19,0,"los angeles, california, usa",english355,english,male,1256,usa,FALSE,,,,0.043478261,0.057130855,0.130434783,0.184782609,FALSE,FALSE
648,648,23,0,"morden, manitoba, canada",english356,english,female,1257,canada,FALSE,,,,0,0,0.028985507,0.043265132,FALSE,FALSE
649,649,24,0,"alto, georgia, usa",english357,english,male,1258,usa,FALSE,,,,0.057971014,0.085066163,0.072463768,0.100570927,FALSE,FALSE
650,650,19,0,"fredericton, new brunswick, canada",english358,english,male,1259,canada,FALSE,,,,0.057971014,0.098136646,0.260869565,0.406236276,FALSE,FALSE
651,651,32,0,"sackville, new brunswick, canada",english359,english,male,1276,canada,FALSE,,,,0.014492754,0.028775467,0.028985507,0.057130855,FALSE,FALSE
652,652,60,0,"arcadia, wisconsin, usa",english36,english,male,95,usa,FALSE,,,,0.130434783,0.197324415,0.246376812,0.377961813,FALSE,FALSE
653,653,19,0,"erie, pennsylvania, usa",english360,english,female,1277,usa,FALSE,,,,0,0,0,0,FALSE,FALSE
654,654,20,0,"burnsville, minnesota, usa",english361,english,female,1280,usa,FALSE,,,,0.072463768,0.083690549,0.043478261,0.071611253,TRUE,TRUE
655,655,21,0,"cork, ireland",english362,english,male,1281,ireland,FALSE,,,,0.014492754,0.028775467,0.043478261,0.085066163,FALSE,FALSE
656,656,20,0,"castle donington, uk",english363,english,male,1287,uk,FALSE,,,,0.115942029,0.182916118,0.260869565,0.361090641,FALSE,FALSE
657,657,28,0,"sydney, australia",english364,english,female,1288,australia,FALSE,,,,0,0,0.057971014,0.086091283,FALSE,FALSE
658,658,52,0,"oxford, uk",english365,english,male,1292,uk,FALSE,,,,0.043478261,0.071611253,0.115942029,0.170345596,FALSE,FALSE
659,659,25,0,"bournesmouth, uk",english366,english,female,1293,uk,FALSE,,,,0,0,0.101449275,0.142920847,FALSE,FALSE
660,660,25,0,"birkenhead, uk",english367,english,female,1294,uk,FALSE,,,,1,1,0.304347826,0.443478261,TRUE,TRUE
661,661,43,0,"strattford-on-avon, uk",english368,english,male,1295,uk,FALSE,,,,0,0,0.028985507,0.057130855,FALSE,FALSE
662,662,27,0,"mcminnville, oregon, usa",english369,english,male,1297,usa,FALSE,,,,0,0,0.028985507,0.043265132,FALSE,FALSE
663,663,28,0,"yole, india",english37,english,female,96,india,FALSE,,,,0.028985507,0.043265132,0.057971014,0.086091283,FALSE,FALSE
664,664,22,0,"pondicherry, india",english370,english,male,1302,india,FALSE,,,,0.028985507,0.043265132,0.173913043,0.264266304,FALSE,FALSE
665,665,27,0,"colorado springs, colorado, usa",english371,english,female,1303,usa,FALSE,,,,0,0,0.173913043,0.252587992,FALSE,FALSE
666,666,80,0,"christiansburg, virginia, usa",english372,english,male,1307,usa,FALSE,,,,0.014492754,0.028775467,0.115942029,0.144007361,FALSE,FALSE
667,667,22,0,"russellville, kentucky, usa",english373,english,male,1308,usa,FALSE,,,,0.014492754,0.028775467,0.043478261,0.071611253,FALSE,FALSE
668,668,36,0,"milford haven, wales, uk",english374,english,male,1310,uk,FALSE,,,,0.014492754,0.028775467,0.086956522,0.128458498,FALSE,FALSE
669,669,28,0,"manchester, connecticut, usa",english375,english,male,1312,usa,FALSE,,,,0.057971014,0.099531117,0.057971014,0.11258139,FALSE,FALSE
670,670,46,0,"pasadena, california, usa",english376,english,male,1315,usa,FALSE,,,,0,0,0.043478261,0.071611253,FALSE,FALSE
671,671,32,0,"trenton, michigan, usa",english377,english,female,1319,usa,FALSE,,,,0.014492754,0.014492754,0.144927536,0.223857302,FALSE,FALSE
672,672,38,0,"silver spring, maryland, usa",english378,english,female,1320,usa,FALSE,,,,0.043478261,0.071611253,0.15942029,0.247025741,FALSE,FALSE
673,673,43,0,"summit, new jersey, usa",english379,english,male,1321,usa,FALSE,,,,0.028985507,0.028985507,0.057971014,0.099531117,FALSE,FALSE
674,674,27,0,"littlehampton, uk",english38,english,male,97,uk,FALSE,,,,0,0,0.043478261,0.071611253,FALSE,FALSE
675,675,34,0,"roanoke, virginia, usa",english380,english,female,1323,usa,FALSE,,,,0.014492754,0.028775467,0.115942029,0.157382246,FALSE,FALSE
676,676,85,0,"pike county, kentucky, usa",english381,english,male,1324,usa,FALSE,,,,0.043478261,0.071611253,0.333333333,0.421383648,FALSE,FALSE
677,677,34,0,"arlington, virginia, usa",english382,english,male,1325,usa,FALSE,,,,0.15942029,0.1375,0.15942029,0.180124224,TRUE,FALSE
678,678,32,0,"washington, district of columbia, usa",english383,english,female,1326,usa,FALSE,,,,0.101449275,0.166351607,0.144927536,0.211730072,FALSE,FALSE
679,679,57,0,"williamson, west virginia, usa",english384,english,male,1327,usa,FALSE,,,,0,0,0.057971014,0.099531117,FALSE,FALSE
680,680,77,0,"mcveigh, kentucky, usa",english385,english,female,1328,usa,FALSE,,,,0.014492754,0.028775467,0.246376812,0.324337831,FALSE,FALSE
681,681,56,0,"los angeles, california, usa",english386,english,female,1330,usa,FALSE,,,,0.028985507,0.043265132,0.072463768,0.113995241,FALSE,FALSE
682,682,21,0,"lancaster, california, usa",english387,english,female,1331,usa,FALSE,,,,0.086956522,0.139676539,0.188405797,0.289855072,FALSE,FALSE
683,683,70,0,"bluefield, west virginia, usa",english388,english,female,1332,usa,FALSE,,,,0.115942029,0.180733163,0.289855072,0.41021862,FALSE,FALSE
684,684,71,0,"aldie, virginia, usa",english389,english,female,1333,usa,FALSE,,,,0.275362319,0.418426501,0.260869565,0.423699915,TRUE,FALSE
685,685,59,0,"new orleans, louisiana, usa",english39,english,female,98,usa,FALSE,,,,0.043478261,0.071611253,0.173913043,0.264266304,FALSE,FALSE
686,686,74,0,"milwaukee, wisconsin, usa",english390,english,male,1334,usa,FALSE,,,,0,0,0.231884058,0.246108427,FALSE,FALSE
687,687,84,0,"milton, florida, usa",english391,english,female,1335,usa,FALSE,,,,0.144927536,0.229606625,0.362318841,0.540033262,FALSE,FALSE
688,688,62,0,"warrenton, virginia, usa",english392,english,male,1336,usa,FALSE,,,,0.376811594,0.411413043,0.826086957,0.95559667,FALSE,FALSE
689,689,58,0,"washington, district of columbia, usa",english393,english,female,1337,usa,FALSE,,,,0.014492754,0.014285714,0.15942029,0.23561704,FALSE,FALSE
690,690,82,0,"aiken, south carolina, usa",english394,english,female,1339,usa,FALSE,,,,0.072463768,0.127024723,0.173913043,0.297209604,FALSE,FALSE
691,691,39,0,"alexandria, virginia, usa",english395,english,male,1340,usa,FALSE,,,,0.057971014,0.085066163,0.202898551,0.300780379,FALSE,FALSE
692,692,48,0,"orange, virginia, usa",english396,english,female,1341,usa,FALSE,,,,0.086956522,0.166351607,0.086956522,0.166351607,TRUE,TRUE
693,693,76,0,"wadesboro, north carolina, usa",english397,english,female,1342,usa,FALSE,,,,0.173913043,0.23684733,0.347826087,0.438756428,FALSE,FALSE
694,694,83,0,"salisbury, north carolina, usa",english398,english,female,1343,usa,FALSE,,,,0.057971014,0.099531117,0.275362319,0.364352911,FALSE,FALSE
695,695,80,0,"la grange, georgia, usa",english399,english,female,1345,usa,FALSE,,,,0.217391304,0.257198068,0.405797101,0.517637408,FALSE,FALSE
696,696,53,0,"saint anne's bay, jamaica",english4,english,female,99,jamaica,FALSE,,,,0,0,0.188405797,0.216391804,FALSE,FALSE
697,697,53,0,"dudley, uk",english40,english,male,100,uk,FALSE,,,,0.028985507,0.057130855,0.144927536,0.23561704,FALSE,FALSE
698,698,59,0,"shanklin, isle of wight, uk",english400,english,female,1348,uk,FALSE,,,,0,0,0.043478261,0.071611253,FALSE,FALSE
699,699,26,0,"lucerne, switzerland",english401,english,male,1349,switzerland,FALSE,,,,0.043478261,0.057754705,0.101449275,0.155906895,FALSE,FALSE
700,700,26,0,"canberra, australia",english402,english,female,1350,australia,FALSE,,,,0.014492754,0.028775467,0.130434783,0.22128488,FALSE,FALSE
701,701,29,0,"sydney, australia",english403,english,female,1351,australia,FALSE,,,,0.188405797,0.327329193,0.173913043,0.279296066,TRUE,TRUE
702,702,29,0,"windsor, australia",english404,english,male,1352,australia,FALSE,,,,0.057971014,0.098136646,0.028985507,0.057130855,TRUE,TRUE
703,703,32,0,"geelong, australia",english405,english,female,1353,australia,FALSE,,,,0,0,0.057971014,0.086091283,FALSE,FALSE
704,704,24,0,"pensacola, florida, usa",english406,english,female,1358,usa,FALSE,,,,0,0,0.072463768,0.113995241,FALSE,FALSE
705,705,47,0,"windsor, ontario, canada",english407,english,male,1360,canada,FALSE,,,,0,0,0.043478261,0.085066163,FALSE,FALSE
706,706,64,0,"lynwood, california, usa",english408,english,male,1361,usa,FALSE,,,,0,0,0.072463768,0.139676539,FALSE,FALSE
707,707,60,0,"maitland, australia",english409,english,female,1362,australia,FALSE,,,,0.043478261,0.070600414,0.15942029,0.26130874,FALSE,FALSE
708,708,44,0,"wellington, new zealand",english41,english,male,101,new zealand,FALSE,,,,0.014492754,0.028775467,0.072463768,0.127024723,FALSE,FALSE
709,709,35,0,"hamilton, new zealand",english410,english,male,1363,new zealand,FALSE,,,,0.043478261,0.057754705,0.115942029,0.182916118,FALSE,FALSE
710,710,26,0,"washington, district of columbia, usa",english411,english,female,1371,usa,FALSE,,,,0.028985507,0.043265132,0.101449275,0.142920847,FALSE,FALSE
711,711,31,0,"washington, district of columbia, usa",english412,english,female,1372,usa,FALSE,,,,0.014492754,0.028775467,0.188405797,0.254929912,FALSE,FALSE
712,712,20,0,"manchester, england, uk",english413,english,female,1373,uk,FALSE,,,,0.101449275,0.180733163,0.057971014,0.099531117,TRUE,TRUE
713,713,30,0,"woonsocket, rhode island, usa",english414,english,female,1374,usa,FALSE,,,,0.057971014,0.086091283,0.130434783,0.209486166,FALSE,FALSE
714,714,32,0,"woonsocket, rhode island, usa",english415,english,male,1375,usa,FALSE,,,,0.130434783,0.206947997,0.231884058,0.349832776,FALSE,FALSE
715,715,34,0,"sydney, australia",english416,english,male,1377,australia,FALSE,,,,0.028985507,0.057130855,0.173913043,0.297209604,FALSE,FALSE
716,716,20,0,"cardiff, wales, uk",english417,english,female,1380,uk,FALSE,,,,0.086956522,0.154092072,0.246376812,0.367928939,FALSE,FALSE
717,717,29,0,"arlington, virginia",english418,english,male,1384,virginia,FALSE,,,,0.014492754,0.014492754,0.043478261,0.071611253,FALSE,FALSE
718,718,27,0,"youngstown, ohio, usa",english419,english,male,1385,usa,FALSE,,,,0.028985507,0.057130855,0.072463768,0.113995241,FALSE,FALSE
719,719,65,0,"nigel, south africa",english42,english,male,102,south africa,FALSE,,,,0.028985507,0.057130855,0.057971014,0.086091283,FALSE,FALSE
720,720,21,0,"auckland, new zealand",english420,english,male,1387,new zealand,FALSE,,,,0.057971014,0.11258139,0.231884058,0.353807223,FALSE,FALSE
721,721,38,0,"landstuhl, germany",english421,english,male,1388,germany,FALSE,,,,0,0,0.057971014,0.099531117,FALSE,FALSE
722,722,31,0,"rochester, new york, usa",english422,english,male,1390,usa,FALSE,,,,0.014492754,0.028775467,0.028985507,0.057130855,FALSE,FALSE
723,723,24,0,"baltimore, maryland, usa",english423,english,female,1395,usa,FALSE,,,,0.028985507,0.057130855,0.15942029,0.226132965,FALSE,FALSE
724,724,75,0,"danville, virginia, usa",english424,english,male,1409,usa,FALSE,,,,0.188405797,0.313329251,0.217391304,0.369240753,FALSE,FALSE
725,725,31,0,"danville, virginia, usa",english425,english,male,1410,usa,FALSE,,,,0.014492754,0.028775467,0.173913043,0.264266304,FALSE,FALSE
726,726,30,0,"florence, south carolina, usa",english426,english,female,1411,usa,FALSE,,,,0.043478261,0.071611253,0.101449275,0.1685053,FALSE,FALSE
727,727,68,0,"hanover, pennsylvania, usa",english427,english,female,1412,usa,FALSE,,,,0.043478261,0.071611253,0.086956522,0.14146658,FALSE,FALSE
728,728,55,0,"kingstree, south carolina, usa",english428,english,female,1413,usa,FALSE,,,,0.028985507,0.057130855,0.043478261,0.071611253,FALSE,FALSE
729,729,19,0,"philadelphia, pennsylvania, usa",english429,english,female,1416,usa,FALSE,,,,0.028985507,0.043265132,0.043478261,0.071611253,FALSE,FALSE
730,730,47,0,"vancouver, british columbia, canada",english43,english,male,103,canada,FALSE,,,,0.028985507,0.043265132,0.101449275,0.142920847,FALSE,FALSE
731,731,23,0,"melbourne, australia",english430,english,female,1419,australia,FALSE,,,,0.101449275,0.1685053,0.188405797,0.266947172,FALSE,FALSE
732,732,23,0,"green bay, wisconsin, usa",english431,english,female,1423,usa,FALSE,,,,0.086956522,0.139676539,0.144927536,0.223857302,FALSE,FALSE
733,733,22,0,"dublin, ireland",english432,english,female,1428,ireland,FALSE,,,,0.028985507,0.057130855,0.144927536,0.199217851,FALSE,FALSE
734,734,32,0,"gladwin, michigan, usa",english433,english,female,1430,usa,FALSE,,,,0.014492754,0.028775467,0.144927536,0.223857302,FALSE,FALSE
735,735,24,0,"kansas city, kansas, usa",english434,english,male,1469,usa,FALSE,,,,0.043478261,0.085066163,0.086956522,0.128458498,FALSE,FALSE
736,736,20,0,"palm springs, california, usa",english435,english,female,1471,usa,FALSE,,,,0.072463768,0.139676539,0.275362319,0.375312344,FALSE,FALSE
737,737,19,0,"freeport, the bahamas",english436,english,female,1475,the bahamas,FALSE,,,,0.217391304,0.321652607,0.246376812,0.335789732,FALSE,FALSE
738,738,21,0,"cleveland, ohio, usa",english437,english,male,1477,usa,FALSE,,,,0,0,0.057971014,0.086091283,FALSE,FALSE
739,739,20,0,"houston, texas, usa",english438,english,female,1492,usa,FALSE,,,,0.014492754,0.028775467,0.028985507,0.043265132,FALSE,FALSE
740,740,18,0,"richmond, british columbia, canada",english439,english,female,1493,canada,FALSE,,,,0.028985507,0.057130855,0.188405797,0.278582931,FALSE,FALSE
741,741,63,0,"winston salem, north carolina, usa",english44,english,female,104,usa,FALSE,,,,0.043478261,0.071611253,0.130434783,0.184782609,FALSE,FALSE
742,742,22,0,"glasgow, scotland, uk",english440,english,female,1502,uk,FALSE,,,,0.173913043,0.289446826,0.362318841,0.554635381,FALSE,FALSE
743,743,19,0,"oquawka, illinois, usa",english441,english,female,1524,usa,FALSE,,,,0,0,0.043478261,0.070600414,FALSE,FALSE
744,744,23,0,"salisbury mills, new york, usa",english442,english,male,1528,usa,FALSE,,,,0.101449275,0.1685053,0.246376812,0.357567118,FALSE,FALSE
745,745,31,0,"fort collins, colorado, usa",english443,english,male,1530,usa,FALSE,,,,0,0,0.101449275,0.155906895,FALSE,FALSE
746,746,24,0,"anniston, alabama, usa",english444,english,male,1531,usa,FALSE,,,,0,0,0.043478261,0.070600414,FALSE,FALSE
747,747,60,0,"san francisco, california, usa",english445,english,male,1532,usa,FALSE,,,,0,0,0.043478261,0.071611253,FALSE,FALSE
748,748,23,0,"moorhead, minnesota, usa",english446,english,female,1533,usa,FALSE,,,,0.014492754,0.028775467,0.202898551,0.289855072,FALSE,FALSE
749,749,21,0,"hartford, connecticut, usa",english447,english,male,1534,usa,FALSE,,,,0.014492754,0.028775467,0.043478261,0.071611253,FALSE,FALSE
750,750,20,0,"isle of arran, scotland, uk",english448,english,male,1536,uk,FALSE,,,,0.101449275,0.180733163,0.275362319,0.415614773,FALSE,FALSE
751,751,27,0,"barton, vermont, usa",english449,english,male,1538,usa,FALSE,,,,0.043478261,0.071611253,0.144927536,0.23561704,FALSE,FALSE
752,752,52,0,"pine bluff, arkansas, usa",english45,english,male,105,usa,FALSE,,,,0.115942029,0.17826087,0.15942029,0.272333982,FALSE,FALSE
753,753,26,0,"windsor, uk",english450,english,male,1544,uk,FALSE,,,,0.231884058,0.383179622,0.507246377,0.683893902,FALSE,FALSE
754,754,44,0,"hazlehurst, georgia, usa",english451,english,male,1546,usa,FALSE,,,,0,0,0.057971014,0.098136646,FALSE,FALSE
755,755,24,0,"newcastle, australia",english452,english,male,1547,australia,FALSE,,,,0.057971014,0.086091283,0.072463768,0.113995241,FALSE,FALSE
756,756,21,0,"chicago, illinois, usa",english453,english,female,1548,usa,FALSE,,,,0.072463768,0.113995241,0.289855072,0.41021862,FALSE,FALSE
757,757,19,0,"raleigh, north carolina, usa",english454,english,female,1550,usa,FALSE,,,,0,0,0.086956522,0.128458498,FALSE,FALSE
758,758,29,0,"washington, dc, usa",english455,english,female,1552,usa,FALSE,,,,0.028985507,0.057130855,0.043478261,0.071611253,FALSE,FALSE
759,759,37,0,"lancashire, leyland, uk",english456,english,female,1554,uk,FALSE,,,,1,1,0.260869565,0.382038489,TRUE,TRUE
760,760,43,0,"syracuse, new york, usa",english457,english,male,1555,usa,FALSE,,,,0.028985507,0.043265132,0.217391304,0.292893876,FALSE,FALSE
761,761,22,0,"reno, nevada, usa",english458,english,female,1559,usa,FALSE,,,,0.086956522,0.151966874,0.202898551,0.289855072,FALSE,FALSE
762,762,19,0,"charlotte, north carolina, usa",english459,english,male,1560,usa,FALSE,,,,0.028985507,0.057130855,0.144927536,0.223857302,FALSE,FALSE
763,763,73,0,"creswell, north carolina, usa",english46,english,male,106,usa,FALSE,,,,0.043478261,0.070600414,0.101449275,0.1685053,FALSE,FALSE
764,764,19,0,"rutland, england, uk",english460,english,female,1561,uk,FALSE,,,,0.086956522,0.14146658,0.144927536,0.247025741,FALSE,FALSE
765,765,44,0,"poughkeepsie, new york, usa",english461,english,female,1563,usa,FALSE,,,,0,0,0.144927536,0.232736573,FALSE,FALSE
