,Unnamed: 0,age,age_onset,birthplace,filename,native_language,sex,speakerid,country,file_missing?,Unnamed: 9,Unnamed: 10,Unnamed: 11,wer,wil,new_wer,new_wil,wer_improved,wil_improved
1797,1797,49,28,"lima, peru",spanish11,spanish,female,325,peru,FALSE,,,,0.101449275,0.166351607,0.405797101,0.540333607,FALSE,FALSE
1798,1798,20,18,"caracas, venezuela",spanish110,spanish,male,1680,venezuela,FALSE,,,,0.115942029,0.166351607,0.260869565,0.401656315,FALSE,FALSE
1799,1799,55,33,"santiago, chile",spanish111,spanish,male,1689,chile,FALSE,,,,0.130434783,0.232736573,0.231884058,0.321497585,FALSE,FALSE
1800,1800,25,15,"la paz, bolivia",spanish112,spanish,male,1693,bolivia,FALSE,,,,0.014492754,0.014492754,0.130434783,0.17184265,FALSE,FALSE
1801,1801,19,8,"cochabamba, bolivia",spanish113,spanish,male,1695,bolivia,FALSE,,,,0.130434783,0.129681912,0.15942029,0.249944259,FALSE,FALSE
1802,1802,22,8,"seville, spain",spanish114,spanish,female,1732,spain,FALSE,,,,0.623188406,0.820758738,0.84057971,0.961877757,FALSE,FALSE
1803,1803,58,8,"la paz, bolivia",spanish115,spanish,female,1744,bolivia,FALSE,,,,0.173913043,0.208502415,0.31884058,0.486287625,FALSE,FALSE
1804,1804,37,6,"bogota, colombia",spanish116,spanish,male,1747,colombia,FALSE,,,,0.043478261,0.057130855,0.144927536,0.199217851,FALSE,FALSE
1805,1805,46,12,"madrid, spain",spanish117,spanish,male,1797,spain,FALSE,,,,0.057971014,0.098136646,0.144927536,0.22128488,FALSE,FALSE
1806,1806,48,13,"monterrey, mexico",spanish118,spanish,female,1806,mexico,FALSE,,,,0.130434783,0.215350071,0.289855072,0.433876812,FALSE,FALSE
1807,1807,40,11,"madrid, spain",spanish119,spanish,female,1807,spain,FALSE,,,,0.057971014,0.083690549,0.072463768,0.127024723,FALSE,FALSE
1808,1808,25,8,"oviedo, spain",spanish12,spanish,male,326,spain,FALSE,,,,0.565217391,0.691616217,0.782608696,0.914187643,FALSE,FALSE
1809,1809,25,2,"bogota, colombia",spanish120,spanish,female,1823,colombia,FALSE,,,,0.014492754,0.028775467,0.101449275,0.142920847,FALSE,FALSE
1810,1810,34,21,"pasaquina, el salvador",spanish121,spanish,male,1826,el salvador,FALSE,,,,0.15942029,0.254658385,0.724637681,0.817391304,FALSE,FALSE
1811,1811,26,10,"toluca, mexico",spanish122,spanish,female,1831,mexico,FALSE,,,,0.043478261,0.085066163,0.15942029,0.249944259,FALSE,FALSE
1812,1812,57,14,"ilbague, colombia",spanish123,spanish,female,1834,colombia,FALSE,,,,0.014492754,0.014285714,0.15942029,0.226247987,FALSE,FALSE
1813,1813,22,5,"santa cruz, bolivia",spanish124,spanish,male,1835,bolivia,FALSE,,,,0.188405797,0.307544757,0.275362319,0.424890729,FALSE,FALSE
1814,1814,23,9,"lima, peru",spanish125,spanish,male,1840,peru,FALSE,,,,0.15942029,0.258098892,0.434782609,0.644460028,FALSE,FALSE
1815,1815,54,5,"colon, panama",spanish126,spanish,female,1853,panama,FALSE,,,,0.043478261,0.085066163,0.202898551,0.304117782,FALSE,FALSE
1816,1816,34,19,"san salvador, el salvador",spanish127,spanish,male,1860,el salvador,FALSE,,,,0.043478261,0.085066163,0.31884058,0.403726708,FALSE,FALSE
1817,1817,30,7,"lima, peru",spanish128,spanish,female,1869,peru,FALSE,,,,0,0,0.173913043,0.240532959,FALSE,FALSE
1818,1818,47,30,"havana, cuba",spanish129,spanish,female,1874,cuba,FALSE,,,,0.376811594,0.574879227,0.362318841,0.540033262,TRUE,TRUE
1819,1819,29,11,"duitama, colombia",spanish13,spanish,female,327,colombia,FALSE,,,,0.086956522,0.110838947,0.188405797,0.23561704,FALSE,FALSE
1820,1820,27,21,"guayaquil, ecuador",spanish130,spanish,male,1891,ecuador,FALSE,,,,0.144927536,0.254658385,0.173913043,0.297209604,FALSE,FALSE
1821,1821,56,25,"havana, cuba",spanish131,spanish,male,1903,cuba,FALSE,,,,0.333333333,0.516068053,0.869565217,0.941304348,FALSE,FALSE
1822,1822,50,15,"rio piedras, puerto rico",spanish132,spanish,female,1904,puerto rico,FALSE,,,,0.043478261,0.071611253,0.188405797,0.300780379,FALSE,FALSE
1823,1823,38,19,"cochabamba, bolivia",spanish133,spanish,male,1916,bolivia,FALSE,,,,0.130434783,0.232736573,0.173913043,0.293425751,FALSE,FALSE
1824,1824,41,13,"la union, el salvador",spanish134,spanish,female,1921,el salvador,FALSE,,,,0.115942029,0.163911002,0.217391304,0.275585284,FALSE,FALSE
1825,1825,41,22,"santiago de cuba, cuba",spanish135,spanish,female,1923,cuba,FALSE,,,,0.144927536,0.215350071,0.31884058,0.452601568,FALSE,FALSE
1826,1826,49,8,"santiago, chile",spanish136,spanish,male,1949,chile,FALSE,,,,0.014492754,0.028775467,0.072463768,0.113995241,FALSE,FALSE
1827,1827,24,21,"santa ana, el salvador",spanish137,spanish,female,1979,el salvador,FALSE,,,,0.202898551,0.322866345,4.072463768,0.912863444,FALSE,FALSE
1828,1828,24,16,"san miguel, el salvador",spanish138,spanish,female,1980,el salvador,FALSE,,,,0.362318841,0.561972745,0.492753623,0.697054698,FALSE,FALSE
1829,1829,50,38,"guatemala city, guatemala",spanish139,spanish,male,1981,guatemala,FALSE,,,,0.057971014,0.083690549,0.144927536,0.199217851,FALSE,FALSE
1830,1830,34,15,"pereira, colombia",spanish14,spanish,female,328,colombia,FALSE,,,,0.217391304,0.373706004,0.536231884,0.695388669,FALSE,FALSE
1831,1831,37,31,"cochabamba, bolivia",spanish140,spanish,female,1985,bolivia,FALSE,,,,0.086956522,0.137579098,0.391304348,0.484671126,FALSE,FALSE
1832,1832,24,12,"la union, el salvador",spanish141,spanish,male,2009,el salvador,FALSE,,,,0.086956522,0.137579098,0.101449275,0.192606595,FALSE,FALSE
1833,1833,59,8,"san salvador, el salvador",spanish142,spanish,female,2016,el salvador,FALSE,,,,0.043478261,0.071611253,0.217391304,0.349832776,FALSE,FALSE
1834,1834,45,6,"oviedo, spain",spanish143,spanish,male,2026,spain,FALSE,,,,0.043478261,0.071611253,0.072463768,0.127024723,FALSE,FALSE
1835,1835,33,23,"florencia, zacatecas, mexico",spanish144,spanish,female,2051,mexico,FALSE,,,,0.101449275,0.166351607,0.420289855,0.495904222,FALSE,FALSE
1836,1836,37,21,"florencia, zacatecas, mexico",spanish145,spanish,female,2052,mexico,FALSE,,,,0.043478261,0.085066163,0.289855072,0.355609232,FALSE,FALSE
1837,1837,25,18,"las palmas, oaxaca, mexico",spanish146,spanish,male,2057,mexico,FALSE,,,,0.391304348,0.554782609,0.52173913,0.689747719,FALSE,FALSE
1838,1838,26,15,"puerto_cabezas, nicaragua",spanish147,spanish,male,2078,nicaragua,FALSE,,,,0.304347826,0.474900231,0.52173913,0.690537084,FALSE,FALSE
1839,1839,19,11,"la ceiba, honduras",spanish148,spanish,male,2079,honduras,FALSE,,,,0.188405797,0.307544757,0.492753623,0.651889741,FALSE,FALSE
1840,1840,23,22,"bilwi, puerto cabezas, nicaragua",spanish149,spanish,male,2091,nicaragua,FALSE,,,,0.739130435,0.880816171,0.797101449,0.942791762,FALSE,FALSE
1841,1841,54,4,"san juan, puerto rico",spanish15,spanish,male,329,puerto rico,FALSE,,,,0.304347826,0.48827792,0.434782609,0.6198622,FALSE,FALSE
1842,1842,18,13,"bilwi, puerto cabezas, nicaragua",spanish150,spanish,male,2094,nicaragua,FALSE,,,,0.362318841,0.561972745,0.623188406,0.770321361,FALSE,FALSE
1843,1843,58,50,"bilwas karma, rio coco, nicaragua",spanish151,spanish,female,2096,nicaragua,FALSE,,,,0.246376812,0.378516624,0.652173913,0.76673568,FALSE,FALSE
1844,1844,51,25,"barcelona, spain",spanish152,spanish,male,2100,spain,FALSE,,,,0.101449275,0.163911002,0.52173913,0.605434783,FALSE,FALSE
1845,1845,21,10,"bogota, colombia",spanish153,spanish,male,2118,colombia,FALSE,,,,0.173913043,0.289446826,0.246376812,0.415098421,FALSE,FALSE
1846,1846,30,4,"montevideo, uruguay",spanish154,spanish,male,2127,uruguay,FALSE,,,,0.101449275,0.1685053,0.173913043,0.286561265,FALSE,FALSE
1847,1847,27,9,"lima, peru",spanish155,spanish,male,2130,peru,FALSE,,,,0.014492754,0.028775467,0.101449275,0.142920847,FALSE,FALSE
1848,1848,65,8,"montevideo, uruguay",spanish156,spanish,female,2142,uruguay,FALSE,,,,0.014492754,0.028775467,0.144927536,0.223857302,FALSE,FALSE
1849,1849,19,3,"mexico city, mexico",spanish157,spanish,female,2144,mexico,FALSE,,,,0.115942029,0.206947997,0.188405797,0.278582931,FALSE,FALSE
1850,1850,54,37,"santurce, puerto rico",spanish158,spanish,female,2148,puerto rico,FALSE,,,,0.304347826,0.469075321,0.304347826,0.452601568,FALSE,TRUE
1851,1851,29,21,"san salvador, el salvador",spanish159,spanish,male,2149,el salvador,FALSE,,,,0.304347826,0.347826087,0.782608696,0.80586451,FALSE,FALSE
1852,1852,44,25,"buenos aires, argentina",spanish16,spanish,male,330,argentina,FALSE,,,,0,0,0.072463768,0.139676539,FALSE,FALSE
1853,1853,20,7,"bogota, colombia",spanish160,spanish,male,2150,colombia,FALSE,,,,0.057971014,0.099531117,0.246376812,0.357567118,FALSE,FALSE
1854,1854,56,32,"leon, nicaragua",spanish161,spanish,female,2156,nicaragua,FALSE,,,,1.014492754,1,0.637681159,0.821870883,TRUE,TRUE
1855,1855,28,5,"mexico city, mexico",spanish162,spanish,male,2169,mexico,FALSE,,,,0.072463768,0.086733556,0.115942029,0.157382246,FALSE,FALSE
1856,1856,22,9,"puebla, mexico",spanish17,spanish,female,331,mexico,FALSE,,,,0.202898551,0.303519669,0.202898551,0.314990942,TRUE,FALSE
1857,1857,22,17,"la paz, bolivia",spanish18,spanish,male,332,bolivia,FALSE,,,,0.043478261,0.056133905,0.086956522,0.154092072,FALSE,FALSE
1858,1858,25,17,"havana, cuba",spanish19,spanish,female,333,cuba,FALSE,,,,0.347826087,0.398103417,0.492753623,0.612648221,FALSE,FALSE
1859,1859,20,12,"puerto la cruz, venezuela",spanish2,spanish,male,334,venezuela,FALSE,,,,0.144927536,0.240457236,0.31884058,0.434045689,FALSE,FALSE
1860,1860,45,30,"managua, nicaragua",spanish20,spanish,male,335,nicaragua,FALSE,,,,0.289855072,0.469075321,0.391304348,0.600043262,FALSE,FALSE
1861,1861,25,18,"santiago, chile",spanish21,spanish,male,336,chile,FALSE,,,,0.246376812,0.423699915,0.420289855,0.570585078,FALSE,FALSE
1862,1862,32,11,"madrid, spain",spanish22,spanish,female,337,spain,FALSE,,,,0.188405797,0.285288862,0.246376812,0.406236276,FALSE,FALSE
1863,1863,22,7,"santiago, chile",spanish23,spanish,male,338,chile,FALSE,,,,0.086956522,0.166351607,0.289855072,0.420048309,FALSE,FALSE
1864,1864,27,5,"mexico city, mexico",spanish24,spanish,male,339,mexico,FALSE,,,,0.028985507,0.057130855,0.072463768,0.127024723,FALSE,FALSE
1865,1865,26,21,"san jose, costa rica",spanish25,spanish,male,340,costa rica,FALSE,,,,0.289855072,0.47277119,0.449275362,0.63918041,FALSE,FALSE
1866,1866,18,6,"burgos, spain",spanish26,spanish,male,341,spain,FALSE,,,,0.115942029,0.1951114,0.202898551,0.325529543,FALSE,FALSE
1867,1867,34,14,"zaragoza, spain",spanish27,spanish,male,342,spain,FALSE,,,,1,1,0.246376812,0.387681159,TRUE,TRUE
1868,1868,20,18,"san miguel, el salvador",spanish28,spanish,female,343,el salvador,FALSE,,,,0.15942029,0.243856333,0.347826087,0.49726776,FALSE,FALSE
1869,1869,18,10,"maracaibo, zulia, venezuela",spanish29,spanish,male,410,venezuela,FALSE,,,,0.231884058,0.378516624,0.31884058,0.491833448,FALSE,FALSE
1870,1870,17,16,"bogota, colombia",spanish3,spanish,female,344,colombia,FALSE,,,,0.275362319,0.404776485,0.608695652,0.781493868,FALSE,FALSE
1871,1871,18,5,"buenos aires, argentina",spanish30,spanish,male,441,argentina,FALSE,,,,0.086956522,0.139676539,0.188405797,0.289855072,FALSE,FALSE
1872,1872,31,7,"guayaquil, ecuador",spanish31,spanish,female,449,ecuador,FALSE,,,,0.260869565,0.423699915,0.695652174,0.803418803,FALSE,FALSE
1873,1873,26,22,"santa cruz, bolivia",spanish32,spanish,male,450,bolivia,FALSE,,,,0.536231884,0.700828157,0.666666667,0.81027668,FALSE,FALSE
1874,1874,18,15,"caracas, venezuela",spanish33,spanish,male,467,venezuela,FALSE,,,,0.144927536,0.232736573,0.333333333,0.520833333,FALSE,FALSE
1875,1875,28,11,"cartagena, spain",spanish34,spanish,male,476,spain,FALSE,,,,0.15942029,0.243856333,0.173913043,0.272333982,FALSE,FALSE
1876,1876,28,17,"mexico city, mexico",spanish35,spanish,male,479,mexico,FALSE,,,,0.115942029,0.175523349,0.188405797,0.300780379,FALSE,FALSE
1877,1877,27,25,"montevideo, uruguay",spanish36,spanish,male,499,uruguay,FALSE,,,,0.072463768,0.125258799,0.202898551,0.335748792,FALSE,FALSE
1878,1878,50,17,"tegucigalpa, honduras",spanish37,spanish,female,575,honduras,FALSE,,,,0.014492754,0.028775467,0.101449275,0.1685053,FALSE,FALSE
1879,1879,53,13,"tegucigalpa, honduras",spanish38,spanish,male,576,honduras,FALSE,,,,0.028985507,0.057130855,0.173913043,0.264266304,FALSE,FALSE
1880,1880,20,3,"pamplona, spain",spanish39,spanish,male,614,spain,FALSE,,,,0.188405797,0.293425751,0.376811594,0.560703255,FALSE,FALSE
1881,1881,21,17,"cabanas, el salvador",spanish4,spanish,female,345,el salvador,FALSE,,,,0.31884058,0.495694182,0.565217391,0.716446125,FALSE,FALSE
1882,1882,20,6,"cartago, costa rica",spanish40,spanish,male,644,costa rica,FALSE,,,,0.550724638,0.756711808,0.811594203,0.946754883,FALSE,FALSE
1883,1883,25,6,"bonao, dominican republic",spanish41,spanish,male,706,dominican republic,FALSE,,,,0.043478261,0.071611253,0.072463768,0.127024723,FALSE,FALSE
1884,1884,80,18,"bogota, colombia",spanish42,spanish,female,712,colombia,FALSE,,,,0.347826087,0.529699939,0.695652174,0.822463768,FALSE,FALSE
1885,1885,43,16,"santiago-dr, dominican republic",spanish43,spanish,male,714,dominican republic,FALSE,,,,0.304347826,0.494071146,0.971014493,0.980676329,FALSE,FALSE
1886,1886,37,4,"la romana, dominican republic",spanish44,spanish,female,716,dominican republic,FALSE,,,,0,0,0.101449275,0.142920847,FALSE,FALSE
1887,1887,47,12,"santiago-dr, dominican republic",spanish45,spanish,female,715,dominican republic,FALSE,,,,0.202898551,0.345662989,0.608695652,0.733806566,FALSE,FALSE
1888,1888,33,14,"santo domingo, dominican republic",spanish46,spanish,male,717,dominican republic,FALSE,,,,0.057971014,0.086091283,0.246376812,0.387681159,FALSE,FALSE
1889,1889,25,12,"santo domingo, dominican republic",spanish47,spanish,female,718,dominican republic,FALSE,,,,0.217391304,0.332142148,0.31884058,0.482401656,FALSE,FALSE
1890,1890,21,6,"bilbao, spain",spanish48,spanish,male,731,spain,FALSE,,,,0.202898551,0.313329251,0.246376812,0.343384759,FALSE,FALSE
1891,1891,31,6,"tandil, argentina",spanish49,spanish,male,732,argentina,FALSE,,,,0.072463768,0.127024723,0.260869565,0.411005435,FALSE,FALSE
1892,1892,52,13,"bogota, colombia",spanish5,spanish,female,346,colombia,FALSE,,,,0.115942029,0.118230359,0.188405797,0.212030971,FALSE,FALSE
1893,1893,27,15,"santo domingo, dominican republic",spanish50,spanish,male,752,dominican republic,FALSE,,,,0.231884058,0.378516624,0.420289855,0.6001999,FALSE,FALSE
1894,1894,20,6,"caguas, puerto rico",spanish51,spanish,male,753,puerto rico,FALSE,,,,0.347826087,0.507469342,0.449275362,0.645295996,FALSE,FALSE
1895,1895,29,21,"popayan, cauca, colombia",spanish52,spanish,female,777,colombia,FALSE,,,,0.144927536,0.218441504,0.376811594,0.524441169,FALSE,FALSE
1896,1896,33,6,"bogota, colombia",spanish53,spanish,male,797,colombia,FALSE,,,,0.115942029,0.192606595,0.15942029,0.272333982,FALSE,FALSE
1897,1897,25,18,"vina del mar, chile",spanish54,spanish,male,800,chile,FALSE,,,,0.173913043,0.279296066,0.304347826,0.447665056,FALSE,FALSE
1898,1898,36,9,"tandil, argentina",spanish55,spanish,male,810,argentina,FALSE,,,,0.202898551,0.311374616,0.333333333,0.505376344,FALSE,FALSE
1899,1899,22,8,"monterrey, mexico",spanish56,spanish,male,838,mexico,FALSE,,,,0.072463768,0.125258799,0.304347826,0.443478261,FALSE,FALSE
1900,1900,33,11,"montevideo, uruguay",spanish57,spanish,male,886,uruguay,FALSE,,,,0.130434783,0.232736573,0.275362319,0.45103206,FALSE,FALSE
1901,1901,31,18,"bogota, colombia",spanish58,spanish,male,906,colombia,FALSE,,,,0.072463768,0.127024723,0.144927536,0.247025741,FALSE,FALSE
1902,1902,31,5,"mayaguez, puerto rico",spanish59,spanish,female,908,puerto rico,FALSE,,,,0,0,0.101449275,0.180733163,FALSE,FALSE
1903,1903,20,19,"lima, peru",spanish6,spanish,male,347,peru,FALSE,,,,0.115942029,0.206947997,0.31884058,0.461430575,FALSE,FALSE
1904,1904,18,9,"santiago-dr, dominican republic",spanish60,spanish,female,915,dominican republic,FALSE,,,,0.15942029,0.247025741,0.231884058,0.353807223,FALSE,FALSE
1905,1905,67,39,"azuaga, spain",spanish61,spanish,male,924,spain,FALSE,,,,1,1,0.47826087,0.652173913,TRUE,TRUE
1906,1906,63,19,"buenos aires, argentina",spanish62,spanish,female,925,argentina,FALSE,,,,0.057971014,0.083690549,0.144927536,0.268851082,FALSE,FALSE
1907,1907,32,10,"la coruna, spain",spanish63,spanish,female,959,spain,FALSE,,,,0.173913043,0.26130874,0.31884058,0.466425121,FALSE,FALSE
1908,1908,28,12,"medellin, colombia",spanish64,spanish,male,962,colombia,FALSE,,,,0.130434783,0.218441504,0.420289855,0.593961353,FALSE,FALSE
1909,1909,32,12,"barranquilla, colombia",spanish65,spanish,male,1069,colombia,FALSE,,,,0.144927536,0.258098892,0.115942029,0.206947997,TRUE,TRUE
1910,1910,30,12,"san salvador, el salvador",spanish66,spanish,male,1077,el salvador,FALSE,,,,0.043478261,0.057754705,0.115942029,0.170345596,FALSE,FALSE
1911,1911,48,14,"santa marta, colombia",spanish67,spanish,female,1111,colombia,FALSE,,,,0.101449275,0.180733163,0.289855072,0.378623188,FALSE,FALSE
1912,1912,27,14,"san fernando, chile",spanish68,spanish,male,1227,chile,FALSE,,,,0.014492754,0.028775467,0.231884058,0.332620575,FALSE,FALSE
1913,1913,20,7,"caracas, venezuela",spanish69,spanish,female,1229,venezuela,FALSE,,,,0.086956522,0.151966874,0.347826087,0.486287625,FALSE,FALSE
1914,1914,21,20,"bogota, colombia",spanish7,spanish,female,348,colombia,FALSE,,,,0.275362319,0.392385897,0.376811594,0.471264368,FALSE,FALSE
1915,1915,30,10,"bogota, colombia",spanish70,spanish,female,1230,colombia,FALSE,,,,0.173913043,0.23684733,0.333333333,0.499773551,FALSE,FALSE
1916,1916,24,6,"rosario, argentina",spanish71,spanish,male,1231,argentina,FALSE,,,,0.028985507,0.057130855,0.115942029,0.182916118,FALSE,FALSE
1917,1917,20,5,"miami, florida, usa",spanish72,spanish,female,1238,usa,FALSE,,,,0.115942029,0.192606595,0.15942029,0.223857302,FALSE,FALSE
1918,1918,19,15,"merida, venezuela",spanish73,spanish,male,1240,venezuela,FALSE,,,,0.449275362,0.663936148,0.565217391,0.771679734,FALSE,FALSE
1919,1919,44,14,"zaragoza, spain",spanish74,spanish,male,1249,spain,FALSE,,,,0.115942029,0.1951114,0.333333333,0.520833333,FALSE,FALSE
1920,1920,28,5,"lima, peru",spanish75,spanish,female,1273,peru,FALSE,,,,0.101449275,0.163911002,0.144927536,0.199217851,FALSE,FALSE
1921,1921,27,10,"la paz, bolivia",spanish76,spanish,male,1290,bolivia,FALSE,,,,0.057971014,0.11258139,0.217391304,0.339673913,FALSE,FALSE
1922,1922,45,13,"jalisco, mexico",spanish77,spanish,male,1301,mexico,FALSE,,,,0.057971014,0.086091283,0.275362319,0.38590027,FALSE,FALSE
1923,1923,55,5,"lima, peru",spanish78,spanish,female,1338,peru,FALSE,,,,0.043478261,0.085066163,0.115942029,0.204140787,FALSE,FALSE
1924,1924,70,22,"lamas, peru",spanish79,spanish,female,1344,peru,FALSE,,,,0.072463768,0.11258139,0.173913043,0.286561265,FALSE,FALSE
1925,1925,21,12,"san salvador, el salvador",spanish8,spanish,male,349,el salvador,FALSE,,,,0.130434783,0.204140787,0.15942029,0.26130874,FALSE,FALSE
1926,1926,77,75,"bogota, colombia",spanish80,spanish,female,1346,colombia,FALSE,,,,0.985507246,0.99975436,0.623188406,0.804347826,TRUE,TRUE
1927,1927,63,7,"san juan, puerto rico",spanish81,spanish,female,1347,puerto rico,FALSE,,,,0.173913043,0.307544757,0.536231884,0.650966184,FALSE,FALSE
1928,1928,49,14,"la paz, bolivia",spanish82,spanish,male,1396,bolivia,FALSE,,,,0.072463768,0.125258799,0.391304348,0.453120379,FALSE,FALSE
1929,1929,48,14,"la paz, bolivia",spanish83,spanish,male,1397,bolivia,FALSE,,,,0.231884058,0.378516624,0.724637681,0.81202046,FALSE,FALSE
1930,1930,19,4,"buenos aires, argentina",spanish84,spanish,female,1398,argentina,FALSE,,,,0.15942029,0.283034953,0.362318841,0.53236715,FALSE,FALSE
1931,1931,44,6,"buenos aires, argentina",spanish85,spanish,female,1399,argentina,FALSE,,,,0.202898551,0.27124951,0.275362319,0.42006689,FALSE,FALSE
1932,1932,23,4,"buenos aires, argentina",spanish86,spanish,male,1400,argentina,FALSE,,,,0.072463768,0.125258799,0.231884058,0.353807223,FALSE,FALSE
1933,1933,55,9,"la paz, bolivia",spanish87,spanish,male,1401,bolivia,FALSE,,,,0.173913043,0.261266627,0.492753623,0.625649439,FALSE,FALSE
1934,1934,53,25,"la paz, bolivia",spanish88,spanish,male,1402,bolivia,FALSE,,,,0.057971014,0.11258139,0.057971014,0.11258139,FALSE,FALSE
1935,1935,22,13,"monterrey, mexico",spanish89,spanish,male,1425,mexico,FALSE,,,,0.072463768,0.11258139,0.15942029,0.254658385,FALSE,FALSE
1936,1936,20,17,"araure, venezuela",spanish9,spanish,male,350,venezuela,FALSE,,,,0.231884058,0.332142148,0.536231884,0.690821256,FALSE,FALSE
1937,1937,23,3,"caracas, venezuela",spanish90,spanish,female,1431,venezuela,FALSE,,,,0.101449275,0.17826087,0.15942029,0.26130874,FALSE,FALSE
1938,1938,20,7,"caracas, venezuela",spanish91,spanish,female,1433,venezuela,FALSE,,,,0.115942029,0.192606595,0.246376812,0.349832776,FALSE,FALSE
1939,1939,54,9,"cardenas, cuba",spanish92,spanish,male,1435,cuba,FALSE,,,,0.086956522,0.139676539,0.115942029,0.182916118,FALSE,FALSE
1940,1940,29,18,"santa rosa, honduras",spanish93,spanish,female,1436,honduras,FALSE,,,,0.072463768,0.127024723,0.246376812,0.367928939,FALSE,FALSE
1941,1941,19,6,"bogota, colombia",spanish94,spanish,male,1439,colombia,FALSE,,,,0.014492754,0.014285714,0.188405797,0.252587992,FALSE,FALSE
1942,1942,31,21,"juarez, mexico",spanish95,spanish,female,1444,mexico,FALSE,,,,0.144927536,0.268851082,0.52173913,0.658089323,FALSE,FALSE
1943,1943,29,12,"arequipa, peru",spanish96,spanish,female,1449,peru,FALSE,,,,0.101449275,0.166351607,0.246376812,0.373706004,FALSE,FALSE
1944,1944,52,19,"bogota, colombia",spanish97,spanish,female,1450,colombia,FALSE,,,,0.043478261,0.071611253,0.130434783,0.192606595,FALSE,FALSE
1945,1945,34,29,"veracruz, mexico",spanish98,spanish,male,1451,mexico,FALSE,,,,0.217391304,0.294947121,0.492753623,0.521480331,FALSE,FALSE
1946,1946,20,4,"lima, peru",spanish99,spanish,female,1506,peru,FALSE,,,,0.086956522,0.151966874,0.086956522,0.154092072,TRUE,FALSE
1947,1947,37,15,"kuningan, indonesia",sundanese1,sundanese,female,457,indonesia,FALSE,,,,1,1,0.536231884,0.662714097,TRUE,TRUE
1948,1948,24,18,"conakry, guinea",susu1,susu,male,1008,guinea,FALSE,,,,0.072463768,0.110838947,0.072463768,0.127024723,FALSE,FALSE
1949,1949,56,11,"solna, sweden",swedish1,swedish,female,351,sweden,FALSE,,,,0.115942029,0.175523349,4.797101449,0.985008928,FALSE,FALSE
1950,1950,19,9,"lidkoping, sweden",swedish10,swedish,female,1065,sweden,FALSE,,,,0.043478261,0.041666667,0.043478261,0.041666667,TRUE,TRUE
1951,1951,36,10,"espoo, finland",swedish11,swedish,female,1195,finland,FALSE,,,,0.028985507,0.042650104,0.144927536,0.211730072,FALSE,FALSE
1952,1952,23,7,"malmo, sweden",swedish12,swedish,male,1441,sweden,FALSE,,,,0.028985507,0.057130855,0.057971014,0.099531117,FALSE,FALSE
1953,1953,28,10,"umea, sweden",swedish13,swedish,female,1445,sweden,FALSE,,,,0.043478261,0.071611253,0.086956522,0.14146658,FALSE,FALSE
1954,1954,23,9,"vetlanda, sweden",swedish14,swedish,male,1752,sweden,FALSE,,,,0.057971014,0.099531117,0.173913043,0.275585284,FALSE,FALSE
1955,1955,22,12,"stokholm, sweden",swedish15,swedish,male,1824,sweden,FALSE,,,,0.202898551,0.335748792,0.202898551,0.314990942,TRUE,TRUE
1956,1956,39,11,"goteborg, sweden",swedish16,swedish,female,1836,sweden,FALSE,,,,0,0,0.028985507,0.043265132,FALSE,FALSE
1957,1957,20,8,"farjestaden, sweden",swedish17,swedish,female,1861,sweden,FALSE,,,,0.101449275,0.163911002,0.188405797,0.31758034,FALSE,FALSE
1958,1958,42,8,"lulea, sweden",swedish18,swedish,male,1992,sweden,FALSE,,,,0.043478261,0.071611253,0.246376812,0.346859903,FALSE,FALSE
1959,1959,50,12,"ekenas, finland",swedish19,swedish,male,2011,finland,FALSE,,,,0.043478261,0.085066163,0.173913043,0.286561265,FALSE,FALSE
1960,1960,20,10,"uppsala, sweden",swedish2,swedish,male,352,sweden,FALSE,,,,0.086956522,0.127024723,0.31884058,0.486287625,FALSE,FALSE
1961,1961,31,7,"karlstad, sweden",swedish20,swedish,male,2065,sweden,FALSE,,,,0.130434783,0.232736573,0.115942029,0.206947997,TRUE,TRUE
1962,1962,24,10,"stockholm, sweden",swedish3,swedish,male,353,sweden,FALSE,,,,0.086956522,0.14146658,0.144927536,0.23561704,FALSE,FALSE
1963,1963,22,10,"lulea, sweden",swedish4,swedish,male,354,sweden,FALSE,,,,0.15942029,0.279296066,0.231884058,0.378516624,FALSE,FALSE
1964,1964,18,13,"goteborg, sweden",swedish5,swedish,male,454,sweden,FALSE,,,,0.101449275,0.155906895,0.275362319,0.382038489,FALSE,FALSE
1965,1965,26,7,"goteborg, sweden",swedish6,swedish,male,620,sweden,FALSE,,,,0.391304348,0.58129529,0.666666667,0.840277778,FALSE,FALSE
1966,1966,21,11,"sollentuna, sweden",swedish7,swedish,female,630,sweden,FALSE,,,,0.057971014,0.11258139,0.130434783,0.232736573,FALSE,FALSE
1967,1967,22,10,"helsinki, finland",swedish8,swedish,female,701,finland,FALSE,,,,0.014492754,0.028775467,0.028985507,0.043265132,FALSE,FALSE
1968,1968,20,10,"uddevalla, sweden",swedish9,swedish,male,1027,sweden,FALSE,,,,0.014492754,0.028775467,0.173913043,0.275585284,FALSE,FALSE
1969,1969,54,17,"sylhet, bangladesh",sylheti1,sylheti,male,711,bangladesh,FALSE,,,,0.637681159,0.789565217,1.666666667,0.99417914,FALSE,FALSE
1970,1970,0,0,,synthesized1,synthesized,male,355,,FALSE,,,,0.101449275,0.1685053,0.231884058,0.349832776,FALSE,FALSE
