,age,age_onset,birthplace,filename,native_language,sex,speakerid,country,file_missing?,Unnamed: 9,Unnamed: 10,Unnamed: 11,wer,wil
0,24.0,12.0,"koussi, senegal",balanta,balanta,male,788,senegal,True,,,,1.0,1.0
1,18.0,10.0,"buea, cameroon",cameroon,cameroon,male,1953,cameroon,True,,,,1.0,1.0
2,48.0,8.0,"hong, adamawa, nigeria",fulfulde,fulfulde,male,1037,nigeria,True,,,,1.0,1.0
3,42.0,42.0,"port-au-prince, haiti",haitian,haitian,male,1165,haiti,True,,,,1.0,1.0
4,40.0,35.0,"port-au-prince, haiti",haitian,haitian,male,1166,haiti,True,,,,1.0,1.0
5,43.0,41.0,"port-au-prince, haiti",haitian,haitian,male,1167,haiti,True,,,,1.0,1.0
6,21.0,21.0,"port-au-prince, haiti",haitian,haitian,male,1168,haiti,True,,,,1.0,1.0
7,54.0,51.0,"port-au-prince, haiti",haitian,haitian,female,1169,haiti,True,,,,1.0,1.0
8,18.0,16.0,"ouanaminthe, haiti",haitian,haitian,female,1866,haiti,True,,,,1.0,1.0
9,73.0,5.0,"pepeekeo, hawai'i, usa",hawai'i,hawai'i,male,1675,usa,True,,,,1.0,1.0
10,69.0,4.0,"pa'ia, hawai'i, usa",hawai'i,hawai'i,female,1676,usa,True,,,,1.0,1.0
11,69.0,7.0,"cave valley, jamaica",jamaican,jamaican,male,967,jamaica,True,,,,1.0,1.0
12,21.0,6.0,"kingston, jamaica",jamaican,jamaican,male,1540,jamaica,True,,,,1.0,1.0
13,19.0,3.0,"montego bay, jamaica",jamaican,jamaican,female,1944,jamaica,True,,,,1.0,1.0
14,28.0,14.0,"monrovia, liberia",liberian,liberian,female,1771,liberia,True,,,,1.0,1.0
15,38.0,5.0,"monrovia, liberia",liberian,liberian,female,2141,liberia,True,,,,1.0,1.0
16,50.0,16.0,"waspam, rio coco, nicaragua",nicaragua,nicaragua,male,2092,nicaragua,True,,,,1.0,1.0
17,20.0,8.0,"bilwi, puerto cabezas, nicaragua",nicaragua,nicaragua,male,2095,nicaragua,True,,,,1.0,1.0
18,37.0,24.0,"bilwi, puerto cabezas, nicaragua",nicaragua,nicaragua,male,2097,nicaragua,True,,,,1.0,1.0
19,36.0,6.0,"polokwane, limpopo, south africa",northern,northern,female,1213,south africa,True,,,,1.0,1.0
20,25.0,5.0,"jammu, kashmir, india",poonchi1,poonchi,male,425,india,True,,,,1.0,1.0
21,28.0,11.0,"colombo, sri lanka",sinhalese2,sinhalese,female,318,sri lanka,True,,,,1.0,1.0
22,25.0,8.0,"colombo, sri lanka",sinhalese3,sinhalese,female,461,sri lanka,True,,,,1.0,1.0
23,40.0,15.0,"katunayake, sri lanka",sinhalese4,sinhalese,male,993,sri lanka,True,,,,1.0,1.0
24,26.0,13.0,"colombo, sri lanka",sinhalese5,sinhalese,female,1789,sri lanka,True,,,,1.0,1.0
25,21.0,10.0,"eischoll, switzerland",swiss,swiss,male,493,switzerland,True,,,,1.0,1.0
26,42.0,14.0,"winterthur, switzerland",swiss,swiss,female,682,switzerland,True,,,,1.0,1.0
27,30.0,13.0,"muri, aargau, switzerland",swiss,swiss,male,853,switzerland,True,,,,1.0,1.0
28,24.0,14.0,"bern, switzerland",swiss,swiss,male,1485,switzerland,True,,,,1.0,1.0
29,34.0,8.0,"uster, switzerland",swiss,swiss,male,1968,switzerland,True,,,,1.0,1.0
30,37.0,25.0,"baucau, timor-leste",tetun-dili1,tetun-dili,female,1001,timor-leste,True,,,,1.0,1.0
31,38.0,4.0,"madang, madang province, papua new guinea",tok,tok,male,380,papua new guinea,True,,,,1.0,1.0
32,27.0,9.0,"virginia, south africa",afrikaans1,afrikaans,female,1,south africa,False,,,,0.5942028985507246,0.7921263248972529
33,40.0,5.0,"pretoria, south africa",afrikaans2,afrikaans,male,2,south africa,False,,,,0.2028985507246377,0.3368034292712798
34,43.0,4.0,"pretoria, transvaal, south africa",afrikaans3,afrikaans,male,418,south africa,False,,,,0.18840579710144928,0.3273291925465839
35,26.0,8.0,"pretoria, south africa",afrikaans4,afrikaans,male,1159,south africa,False,,,,0.2318840579710145,0.40999789960092425
36,19.0,6.0,"cape town, south africa",afrikaans5,afrikaans,male,1432,south africa,False,,,,0.4057971014492754,0.6308739569609134
37,25.0,15.0,"diekabo, ivory coast",agni1,agni,male,3,ivory coast,False,,,,0.5507246376811594,0.7751427316644708
38,41.0,5.0,"accra, ghana",akan1,akan,male,979,ghana,False,,,,0.5217391304347826,0.7536231884057971
39,19.0,6.0,"prishtina, kosovo",albanian1,albanian,male,4,kosovo,False,,,,0.30434782608695654,0.46317252332737746
40,33.0,15.0,"tirana, albania",albanian2,albanian,male,5,albania,False,,,,0.5217391304347826,0.7354562155541948
41,44.0,35.0,"tirana, albania",albanian3,albanian,male,458,albania,False,,,,0.6956521739130435,0.8754055807916937
42,33.0,28.0,"mitrovice, kosovo",albanian4,albanian,male,868,kosovo,False,,,,0.4492753623188406,0.5719063545150502
43,31.0,11.0,"vlore, albania",albanian5,albanian,male,946,albania,False,,,,0.4782608695652174,0.7082267689684569
44,25.0,11.0,"prishtina, kosovo",albanian6,albanian,female,1081,kosovo,False,,,,0.4782608695652174,0.644927536231884
45,45.0,11.0,"prishtina, kosovo",albanian7,albanian,female,1403,kosovo,False,,,,0.2898550724637681,0.45368620037807195
46,43.0,9.0,"prishtina, kosovo",albanian8,albanian,female,1404,kosovo,False,,,,0.30434782608695654,0.4401656314699792
47,22.0,6.0,"tirana, albania",albanian9,albanian,female,1706,albania,False,,,,0.2898550724637681,0.47490023104389834
48,37.0,32.0,"tata, morocco",amazigh1,amazigh,male,601,morocco,False,,,,0.6231884057971014,0.8038375178607879
49,39.0,16.0,"ouarzazat, morocco",amazigh2,amazigh,male,1498,morocco,False,,,,0.5362318840579711,0.7608695652173914
50,20.0,5.0,"addis ababa, ethiopia",amharic1,amharic,female,6,ethiopia,False,,,,0.6811594202898551,0.8631503920171062
51,29.0,19.0,"gonder, ethiopia",amharic10,amharic,female,998,ethiopia,False,,,,0.6521739130434783,0.8109640831758034
52,24.0,17.0,"addis ababa, ethiopia",amharic11,amharic,female,1129,ethiopia,False,,,,0.5072463768115942,0.7052459685650133
53,26.0,15.0,"addis ababa, ethiopia",amharic12,amharic,female,1130,ethiopia,False,,,,0.5507246376811594,0.7461809635722679
54,28.0,6.0,"addis ababa, ethiopia",amharic13,amharic,female,1131,ethiopia,False,,,,0.5072463768115942,0.6591304347826086
55,31.0,12.0,"addis ababa, ethiopia",amharic14,amharic,male,1515,ethiopia,False,,,,0.5942028985507246,0.7679028132992327
56,23.0,6.0,"addis ababa, ethiopia",amharic15,amharic,male,1516,ethiopia,False,,,,0.4927536231884058,0.738917306052856
57,36.0,11.0,"werder, ethiopia",amharic16,amharic,male,1854,ethiopia,False,,,,0.5507246376811594,0.764438676184296
58,21.0,9.0,"addis ababa, ethiopia",amharic17,amharic,male,1906,ethiopia,False,,,,0.5072463768115942,0.7310057092665788
59,20.0,2.0,"addis ababa, ethiopia",amharic18,amharic,female,2017,ethiopia,False,,,,0.17391304347826086,0.29720960415314734
60,19.0,10.0,"tefki, ethiopia",amharic19,amharic,female,2132,ethiopia,False,,,,0.3188405797101449,0.4997735507246377
61,23.0,7.0,"arba minch, ethiopia",amharic2,amharic,male,7,ethiopia,False,,,,0.782608695652174,0.8531517373843199
62,52.0,24.0,"addis ababa, ethiopia",amharic20,amharic,female,2135,ethiopia,False,,,,0.5507246376811594,0.7784988102963444
63,27.0,8.0,"addis ababa, ethiopia",amharic3,amharic,male,8,ethiopia,False,,,,0.5507246376811594,0.7533967391304348
64,20.0,7.0,"addis ababa, ethiopia",amharic4,amharic,male,9,ethiopia,False,,,,0.8405797101449275,0.9041666666666667
65,31.0,7.0,"addis ababa, ethiopia",amharic5,amharic,male,10,ethiopia,False,,,,0.6811594202898551,0.8763440860215054
66,31.0,4.0,"addis ababa, ethiopia",amharic6,amharic,female,985,ethiopia,False,,,,0.5797101449275363,0.80653324131585
67,38.0,13.0,"addis ababa, ethiopia",amharic7,amharic,male,989,ethiopia,False,,,,0.3333333333333333,0.5490196078431373
68,30.0,12.0,"addis ababa, ethiopia",amharic8,amharic,female,990,ethiopia,False,,,,0.7681159420289855,0.888695652173913
69,40.0,12.0,"addis ababa, ethiopia",amharic9,amharic,male,991,ethiopia,False,,,,0.7971014492753623,0.84472049689441
70,38.0,12.0,"riyadh, saudi arabia",arabic1,arabic,female,11,saudi arabia,False,,,,0.4782608695652174,0.6823506055191582
71,26.0,5.0,"cairo, egypt",arabic10,arabic,male,12,egypt,False,,,,0.2753623188405797,0.4075597336466902
72,40.0,10.0,"beirut, lebanon",arabic100,arabic,female,2159,lebanon,False,,,,0.463768115942029,0.6730072463768115
73,21.0,10.0,"doha, qatar",arabic101,arabic,male,2160,qatar,False,,,,0.4782608695652174,0.6662696049235657
74,22.0,3.0,"jiddah, saudi arabia",arabic102,arabic,male,2161,saudi arabia,False,,,,0.3333333333333333,0.5296999387630128
75,30.0,14.0,"monastir, tunisia",arabic11,arabic,female,13,tunisia,False,,,,0.5217391304347826,0.7422519509476031
76,32.0,11.0,"baghdad, iraq",arabic12,arabic,male,14,iraq,False,,,,0.7536231884057971,0.8579710144927536
77,25.0,15.0,"zabbougha, lebanon",arabic13,arabic,male,15,lebanon,False,,,,0.4057971014492754,0.6116362108800673
78,47.0,11.0,"amman, jordan",arabic14,arabic,male,428,jordan,False,,,,0.4782608695652174,0.6707794751273013
79,40.0,33.0,"qayrawan, tunisia",arabic15,arabic,male,437,tunisia,False,,,,0.6666666666666666,0.7560700169395822
80,22.0,16.0,"meknes, morocco",arabic16,arabic,male,471,morocco,False,,,,0.5797101449275363,0.7961956521739131
81,35.0,15.0,"settat, morocco",arabic17,arabic,male,512,morocco,False,,,,0.5942028985507246,0.81808349556565
82,18.0,6.0,"kuwait city, kuwait",arabic18,arabic,male,539,kuwait,False,,,,0.5507246376811594,0.7745341614906832
83,43.0,18.0,"khouribga, morocco",arabic19,arabic,male,625,morocco,False,,,,0.6231884057971014,0.7663996948893974
84,18.0,2.5,"damascus, syria",arabic2,arabic,male,16,syria,False,,,,0.2463768115942029,0.38752362948960295
85,36.0,12.0,"chtaura, beqa valley, lebanon",arabic20,arabic,male,643,lebanon,False,,,,0.6666666666666666,0.8763440860215054
86,46.0,30.0,"beirut, lebanon",arabic21,arabic,female,670,lebanon,False,,,,0.34782608695652173,0.5422885572139304
87,23.0,10.0,"abu dhabi, united arab emirates",arabic22,arabic,female,920,united arab emirates,False,,,,0.6956521739130435,0.8904761904761904
88,42.0,13.0,"al mahalla, egypt",arabic23,arabic,male,927,egypt,False,,,,0.2753623188405797,0.4345813204508856
89,40.0,7.0,"cairo, egypt",arabic24,arabic,male,970,egypt,False,,,,0.7101449275362319,0.8485024154589371
90,38.0,5.0,"ramun, israel (occupied territory)",arabic25,arabic,male,1011,israel (occupied territory),False,,,,0.2463768115942029,0.35986936109410084
91,43.0,14.0,"amman, jordan",arabic26,arabic,female,1012,jordan,False,,,,0.5942028985507246,0.7423301336344814
92,70.0,10.0,"jerusalem, israel",arabic27,arabic,male,1013,israel,False,,,,0.6231884057971014,0.7967043875322612
93,30.0,12.0,"al-ayn, united arab emirates",arabic28,arabic,male,1115,united arab emirates,False,,,,1.9565217391304348,0.9298622293791377
94,19.0,17.0,"doha, qatar",arabic29,arabic,male,1116,qatar,False,,,,0.9130434782608695,0.941304347826087
95,24.0,9.0,"doha, qatar",arabic3,arabic,male,17,qatar,False,,,,0.5652173913043478,0.7027127461910071
96,19.0,8.0,"riyadh, saudi arabia",arabic30,arabic,female,1133,saudi arabia,False,,,,0.5217391304347826,0.6679841897233202
97,47.0,12.0,"baghdad, iraq",arabic31,arabic,female,1181,iraq,False,,,,0.9130434782608695,0.8566650740563784
98,42.0,12.0,"baghdad, iraq",arabic32,arabic,male,1203,iraq,False,,,,0.36231884057971014,0.5426501035196687
99,28.0,11.0,"baghdad, iraq",arabic33,arabic,female,1204,iraq,False,,,,0.7101449275362319,0.8464551508029768
100,34.0,6.0,"kuwait city, kuwait",arabic34,arabic,female,1253,kuwait,False,,,,0.21739130434782608,0.3785166240409207
101,56.0,16.0,"jiddah, saudi arabia",arabic35,arabic,male,1391,saudi arabia,False,,,,0.4782608695652174,0.6568687487242295
102,36.0,6.0,"jiddah, saudi arabia",arabic36,arabic,male,1392,saudi arabia,False,,,,0.5797101449275363,0.7423301336344814
103,18.0,16.0,"jiddah, saudi arabia",arabic37,arabic,male,1393,saudi arabia,False,,,,0.4782608695652174,0.6922421142369992
104,19.0,9.0,"shady grove, maryland, usa",arabic38,arabic,female,1394,usa,False,,,,0.21739130434782608,0.3737060041407868
105,22.0,5.0,"jiddah, saudi arabia",arabic39,arabic,male,1405,saudi arabia,False,,,,0.6666666666666666,0.8353287124553666
106,19.0,6.0,"sharjah, united arab emirates",arabic4,arabic,male,18,united arab emirates,False,,,,0.5507246376811594,0.7536231884057971
107,19.0,13.0,"jiddah, saudi arabia",arabic40,arabic,male,1420,saudi arabia,False,,,,0.5217391304347826,0.7350205494267792
108,25.0,7.0,"riyadh, saudi arabia",arabic41,arabic,male,1421,saudi arabia,False,,,,0.6231884057971014,0.8021256038647343
109,21.0,13.0,"jiddah, saudi arabia",arabic42,arabic,male,1422,saudi arabia,False,,,,0.9130434782608695,0.9293036408624956
110,29.0,8.0,"beirut, lebanon",arabic43,arabic,female,1426,lebanon,False,,,,0.5072463768115942,0.7237851662404092
111,29.0,7.0,"jiddah, saudi arabia",arabic44,arabic,female,1455,saudi arabia,False,,,,0.463768115942029,0.6399265156154317
112,32.0,12.0,"fort collins, colorado, usa",arabic45,arabic,female,1456,usa,False,,,,0.463768115942029,0.6378770074422249
113,28.0,13.0,"jiddah, saudi arabia",arabic46,arabic,male,1457,saudi arabia,False,,,,0.5507246376811594,0.7021151586368979
114,39.0,16.0,"jiddah, saudi arabia",arabic47,arabic,male,1458,saudi arabia,False,,,,0.8695652173913043,0.9076305220883534
115,29.0,12.0,"mecca, saudi arabia",arabic48,arabic,male,1459,saudi arabia,False,,,,0.6666666666666666,0.870600414078675
116,26.0,8.0,"medina, saudi arabia",arabic49,arabic,male,1460,saudi arabia,False,,,,0.7971014492753623,0.8294186240213226
117,19.0,15.0,"casablanca, morocco",arabic5,arabic,female,19,morocco,False,,,,0.4782608695652174,0.6967023734509556
118,36.0,22.0,"jiddah, saudi arabia",arabic50,arabic,male,1461,saudi arabia,False,,,,0.5652173913043478,0.790977750561339
119,23.0,12.0,"jiddah, saudi arabia",arabic51,arabic,male,1486,saudi arabia,False,,,,0.18840579710144928,0.307544757033248
120,21.0,9.0,"jiddah, saudi arabia",arabic52,arabic,female,1487,saudi arabia,False,,,,0.2608695652173913,0.4266176770769545
121,36.0,17.0,"rabat, morocco",arabic53,arabic,male,1526,morocco,False,,,,0.4492753623188406,0.6519668737060041
122,22.0,7.0,"baghdad, iraq",arabic54,arabic,male,1565,iraq,False,,,,0.2318840579710145,0.3785166240409207
123,70.0,33.0,"beirut, lebanon",arabic55,arabic,male,1569,lebanon,False,,,,0.5797101449275363,0.7879917184265011
124,43.0,12.0,"ain defla, algeria",arabic56,arabic,male,1677,algeria,False,,,,0.34782608695652173,0.5229813664596273
125,28.0,17.0,"beirut, lebanon",arabic57,arabic,female,1699,lebanon,False,,,,0.4782608695652174,0.6876487129569544
126,34.0,9.0,"baghdad, iraq",arabic58,arabic,male,1700,iraq,False,,,,0.5072463768115942,0.7052459685650133
127,55.0,9.0,"irbid, jordan",arabic59,arabic,male,1702,jordan,False,,,,0.34782608695652173,0.5426501035196687
128,21.0,14.5,"sanaa, yemen",arabic6,arabic,male,20,yemen,False,,,,0.6231884057971014,0.8162890385793019
129,60.0,14.0,"cairo, egypt",arabic60,arabic,male,1711,egypt,False,,,,0.4927536231884058,0.6823506055191582
130,20.0,7.0,"manama, bahrain",arabic61,arabic,male,1753,bahrain,False,,,,0.4492753623188406,0.6240409207161125
131,19.0,18.0,"ad dammam, saudi arabia",arabic62,arabic,male,1768,saudi arabia,False,,,,0.5942028985507246,0.6882290562036055
132,28.0,10.0,"bani walid, libya",arabic63,arabic,female,1769,libya,False,,,,0.4927536231884058,0.6427053140096618
133,23.0,6.0,"riyadh, saudi arabia",arabic64,arabic,male,1777,saudi arabia,False,,,,0.43478260869565216,0.658994032395567
134,32.0,10.0,"samail, oman",arabic65,arabic,female,1778,oman,False,,,,0.42028985507246375,0.6034077555816686
135,50.0,14.0,"medina, saudi arabia",arabic66,arabic,male,1784,saudi arabia,False,,,,0.5652173913043478,0.7777097366809553
136,43.0,22.0,"nasriah, iraq",arabic67,arabic,male,1785,iraq,False,,,,0.5072463768115942,0.6591304347826086
137,20.0,6.0,"london, uk",arabic68,arabic,male,1805,uk,False,,,,0.5652173913043478,0.7427039904705182
138,55.0,15.0,"kerma, sudan",arabic69,arabic,female,1810,sudan,False,,,,0.7681159420289855,0.9391779520076028
139,18.0,15.0,"casablanca, morocco",arabic7,arabic,female,21,morocco,False,,,,0.4927536231884058,0.6118143459915613
140,47.0,16.0,"casablanca, morocco",arabic70,arabic,male,1827,morocco,False,,,,0.42028985507246375,0.6184295911745619
141,29.0,21.0,"kuwait city, kuwait",arabic71,arabic,female,1828,kuwait,False,,,,0.2463768115942029,0.4236999147485081
142,20.0,11.0,"baghdad, iraq",arabic72,arabic,female,1832,iraq,False,,,,0.4492753623188406,0.6734027352520922
143,47.0,7.0,"nazareth, israel",arabic73,arabic,female,1841,israel,False,,,,0.3333333333333333,0.5160680529300568
144,18.0,4.0,"alexandria, egypt",arabic74,arabic,male,1870,egypt,False,,,,0.43478260869565216,0.658994032395567
145,26.0,2.0,"riyadh, saudi arabia",arabic75,arabic,female,1885,saudi arabia,False,,,,0.15942028985507245,0.2580988917306053
146,25.0,4.0,"jiddah, saudi arabia",arabic76,arabic,male,1892,saudi arabia,False,,,,0.36231884057971014,0.5229813664596273
147,18.0,4.0,"ad dammam, saudi arabia",arabic77,arabic,female,1894,saudi arabia,False,,,,0.2753623188405797,0.4401656314699792
148,19.0,3.0,"washington, district of columbia, usa",arabic78,arabic,female,1897,usa,False,,,,0.2753623188405797,0.4480506225760359
149,24.0,13.0,"medina, saudi arabia",arabic79,arabic,female,1899,saudi arabia,False,,,,0.5362318840579711,0.7608695652173914
150,21.0,17.0,"casablanca, morocco",arabic8,arabic,male,22,morocco,False,,,,0.5072463768115942,0.7382246376811594
151,25.0,11.0,"najran, saudi arabia",arabic80,arabic,male,1901,saudi arabia,False,,,,0.5942028985507246,0.7632850241545893
152,22.0,17.0,"riyadh, saudi arabia",arabic81,arabic,male,1914,saudi arabia,False,,,,0.42028985507246375,0.6278180354267311
153,42.0,12.0,"damascus, syria",arabic82,arabic,male,1917,syria,False,,,,0.2463768115942029,0.382527046335987
154,22.0,21.0,"riyadh, saudi arabia",arabic83,arabic,male,1920,saudi arabia,False,,,,0.5942028985507246,0.8081841432225064
155,26.0,12.0,"medina, saudi arabia",arabic84,arabic,female,1927,saudi arabia,False,,,,0.5507246376811594,0.7427011132115102
156,24.0,14.0,"ad dammam, saudi arabia",arabic85,arabic,female,1963,saudi arabia,False,,,,0.3188405797101449,0.5291986359761296
157,28.0,3.0,"cairo, egypt",arabic86,arabic,male,1964,egypt,False,,,,0.2753623188405797,0.41509842093878435
158,49.0,10.0,"kuwait city, kuwait",arabic87,arabic,female,2005,kuwait,False,,,,0.43478260869565216,0.6347826086956522
159,19.0,4.0,"beirut, lebanon",arabic88,arabic,female,2008,lebanon,False,,,,0.463768115942029,0.6805293005671078
160,35.0,19.0,"baghdad, iraq",arabic89,arabic,female,2022,iraq,False,,,,0.4927536231884058,0.6427053140096618
161,28.0,4.0,"jerusalem, israel",arabic9,arabic,female,23,israel,False,,,,0.2753623188405797,0.42108397855866586
162,23.0,12.0,"tripoli, libya",arabic90,arabic,female,2036,libya,False,,,,0.5652173913043478,0.7173913043478262
163,57.0,12.0,"riyadh, saudi arabia",arabic91,arabic,female,2086,saudi arabia,False,,,,0.8985507246376812,0.8566650740563784
164,36.0,10.0,"baghdad, iraq",arabic92,arabic,male,2087,iraq,False,,,,0.4927536231884058,0.738917306052856
165,27.0,10.0,"baghdad, iraq",arabic93,arabic,female,2112,iraq,False,,,,0.7101449275362319,0.8051529790660226
166,24.0,9.0,"abu dhabi, united arab emirates",arabic94,arabic,female,2114,united arab emirates,False,,,,0.2463768115942029,0.40999789960092425
167,31.0,10.0,"kuwait city, kuwait",arabic95,arabic,female,2143,kuwait,False,,,,0.3188405797101449,0.5028985507246377
168,21.0,7.0,"riyadh, saudi arabia",arabic96,arabic,male,2153,saudi arabia,False,,,,0.36231884057971014,0.568075117370892
169,19.0,4.0,"sharjah, united arab emirates",arabic97,arabic,female,2154,united arab emirates,False,,,,0.7101449275362319,0.8464551508029768
170,19.0,4.0,"ras al khaimah, united arab emirates",arabic98,arabic,female,2155,united arab emirates,False,,,,0.4782608695652174,0.6922421142369992
171,25.0,16.0,"ad dammam, saudi arabia",arabic99,arabic,female,2157,saudi arabia,False,,,,0.37681159420289856,0.5614453047448877
172,19.0,9.0,"yerevan, armenia",armenian1,armenian,female,24,armenia,False,,,,0.5942028985507246,0.8053212199870214
173,44.0,7.0,"tehran, iran",armenian2,armenian,female,435,iran,False,,,,0.6376811594202898,0.8537746052346961
174,54.0,12.0,"yerevan, armenia",armenian3,armenian,female,849,armenia,False,,,,0.5362318840579711,0.7391304347826086
175,27.0,12.0,"tbilisi, republic of georgia",armenian4,armenian,female,947,republic of georgia,False,,,,0.4057971014492754,0.6184295911745619
176,21.0,15.0,"yerevan, armenia",armenian5,armenian,female,997,armenia,False,,,,0.7246376811594203,0.8693719806763285
177,23.0,11.0,"armavir, russia",armenian6,armenian,male,1228,russia,False,,,,0.7971014492753623,0.94824016563147
178,31.0,10.0,"tehran, iran",armenian7,armenian,male,1505,iran,False,,,,0.463768115942029,0.644927536231884
179,50.0,35.0,"yerevan, armenia",armenian8,armenian,female,1710,armenia,False,,,,0.6376811594202898,0.8399673402735253
180,42.0,1.0,"accra, ghana",ashanti1,ashanti,female,1977,ghana,False,,,,0.5797101449275363,0.8023715415019763
181,24.0,14.0,"naxcivan, azerbaijan",azerbaijani1,azerbaijani,male,25,azerbaijan,False,,,,0.5217391304347826,0.7225996376811594
182,42.0,40.0,"baku, azerbaijan",azerbaijani2,azerbaijani,female,434,azerbaijan,False,,,,0.9130434782608695,0.9108527131782946
183,31.0,16.0,"baku, azerbaijan",azerbaijani3,azerbaijani,male,1791,azerbaijan,False,,,,0.6231884057971014,0.8469202898550725
184,40.0,30.0,"douala, cameroon",bafang1,bafang,male,26,cameroon,False,,,,0.5652173913043478,0.7567996823506056
185,38.0,6.0,"douala, cameroon",bafang2,bafang,male,992,cameroon,False,,,,0.7246376811594203,0.9207290294246816
186,31.0,29.0,"conakry, guinea",baga1,baga,male,27,guinea,False,,,,0.5362318840579711,0.7499489691773831
187,43.0,40.0,"jianchuan, yunnan, china",bai1,bai,female,28,china,False,,,,0.9420289855072463,0.9769260106788711
188,15.5,12.0,"bamako, mali",bambara1,bambara,female,29,mali,False,,,,0.4057971014492754,0.6294896030245747
189,26.0,18.0,"bamako, mali",bambara2,bambara,female,30,mali,False,,,,0.37681159420289856,0.5683389074693423
190,22.0,12.0,"bamako, mali",bambara3,bambara,male,413,mali,False,,,,0.6956521739130435,0.8807453416149068
191,26.0,14.0,"goudiri, senegal",bambara4,bambara,male,787,senegal,False,,,,0.6956521739130435,0.8855721393034826
192,23.0,21.0,"segou, mali",bambara5,bambara,female,969,mali,False,,,,0.7681159420289855,0.8855721393034826
193,31.0,15.0,"foumban, cameroon",bamun1,bamun,female,31,cameroon,False,,,,0.6231884057971014,0.8376811594202899
194,34.0,6.0,"khartoum, sudan",bari1,bari,male,1029,sudan,False,,,,0.6376811594202898,0.8515590689503734
195,36.0,7.0,"khartoum, sudan",bari2,bari,male,1030,sudan,False,,,,0.6086956521739131,0.7694334650856389
196,69.0,34.0,"vizcaya, spain",basque1,basque,female,32,spain,False,,,,0.7536231884057971,0.8143222506393861
197,50.0,19.0,"guernica, spain",basque2,basque,male,33,spain,False,,,,0.8260869565217391,0.9491760968830654
198,54.0,10.0,"erding, bavaria, germany",bavarian1,bavarian,female,687,germany,False,,,,0.7536231884057971,0.9313376098835828
199,52.0,10.0,"berchtesgaden, germany",bavarian2,bavarian,female,1045,germany,False,,,,0.2028985507246377,0.35072463768115936
200,25.0,11.0,"chamiancy, vilejka, belarus",belarusan1,belarusan,male,417,belarus,False,,,,0.6231884057971014,0.8423101881894873
201,43.0,12.0,"minsk, belarus",belarusan2,belarusan,female,650,belarus,False,,,,0.7391304347826086,0.9254658385093167
202,18.0,6.0,"gomel, belarus",belarusan3,belarusan,male,2166,belarus,False,,,,0.5507246376811594,0.7712665406427222
203,23.0,16.0,"dhaka, bangladesh",bengali1,bengali,male,34,bangladesh,False,,,,0.6231884057971014,0.8233564377231675
204,18.0,3.0,"dhaka, bangladesh",bengali10,bengali,female,1009,bangladesh,False,,,,0.3188405797101449,0.4940711462450593
205,34.0,3.5,"durgapur, west bengal, india",bengali11,bengali,male,1018,india,False,,,,0.17391304347826086,0.307544757033248
206,25.0,4.0,"sylhet, bangladesh",bengali12,bengali,female,1682,bangladesh,False,,,,0.4492753623188406,0.6568687487242295
207,33.0,10.0,"dhaka, bangladesh",bengali13,bengali,female,1825,bangladesh,False,,,,0.5072463768115942,0.7093397745571659
208,26.0,4.0,"kolkata, india",bengali14,bengali,male,1973,india,False,,,,0.4057971014492754,0.6417306052855926
209,46.0,8.0,"dhaka, bangladesh",bengali15,bengali,female,2004,bangladesh,False,,,,0.4782608695652174,0.6734027352520922
210,24.0,6.0,"dhaka, bangladesh",bengali16,bengali,female,2073,bangladesh,False,,,,0.7536231884057971,0.911231884057971
211,19.0,6.0,"sylhet, bangladesh",bengali17,bengali,female,2139,bangladesh,False,,,,0.4927536231884058,0.7237851662404092
212,25.0,2.0,"lusaka, zambia",bengali2,bengali,female,35,zambia,False,,,,0.21739130434782608,0.35072463768115936
213,19.0,5.0,"dhaka, bangladesh",bengali3,bengali,female,36,bangladesh,False,,,,0.391304347826087,0.6184295911745619
214,24.0,6.0,"chittagong, bangladesh",bengali4,bengali,male,37,bangladesh,False,,,,0.6666666666666666,0.8515590689503734
215,40.0,5.0,"dhaka, bangladesh",bengali5,bengali,female,622,bangladesh,False,,,,0.36231884057971014,0.5619047619047619
216,29.0,4.0,"jamshedpur, jharkhand, india",bengali6,bengali,male,624,india,False,,,,0.30434782608695654,0.49569418189455994
217,49.0,6.0,"mymensingh, bangladesh",bengali7,bengali,male,710,bangladesh,False,,,,0.6811594202898551,0.870600414078675
218,54.0,5.0,"noakhali, bangladesh",bengali8,bengali,male,709,bangladesh,False,,,,0.7681159420289855,0.9159840369670237
219,61.0,12.0,"kolkata, india",bengali9,bengali,female,987,india,False,,,,0.5942028985507246,0.8081841432225064
220,39.0,37.0,"doboj, bosnia and herzegovina",bosnian1,bosnian,male,38,bosnia and herzegovina,False,,,,0.5797101449275363,0.7849191346355807
221,21.0,10.0,"sarajevo, bosnia and herzegovina",bosnian2,bosnian,male,39,bosnia and herzegovina,False,,,,0.5362318840579711,0.7463768115942029
222,25.0,12.0,"sarajevo, bosnia and herzegovina",bosnian3,bosnian,female,808,bosnia and herzegovina,False,,,,0.5942028985507246,0.8010351966873706
223,20.0,11.0,"travnik, bosnia and herzegovina",bosnian4,bosnian,male,943,bosnia and herzegovina,False,,,,0.43478260869565216,0.6568687487242295
224,25.0,6.0,"travnik, bosnia and herzegovina",bosnian5,bosnian,female,944,bosnia and herzegovina,False,,,,0.4782608695652174,0.7052459685650133
